0.123114996	-0.06535672	0.08772095	0.3112562	-0.13083604	0.00903739	-0.0049142805	-0.039411895	-0.13668366	0.22526534	-0.07064935	-0.072276734	-0.07721575	0.013543225	0.0039300765	0.004918767
0.25525826	0.007938624	0.01540326	0.3368847	-0.14053562	-0.06387648	-0.09364803	0.073138	-0.03158647	0.21457021	0.025467146	-0.019828225	-0.01733427	0.1204699	0.012976123	0.014830657
0.26601058	0.20053154	-0.15160085	0.28931755	0.13497302	-0.24215361	-0.25264284	0.22873996	0.19684307	-0.010023924	0.1677402	0.20122758	0.21202332	0.253494	0.14504954	-0.2563376
0.2183178	0.033752747	0.0515161	0.33356655	-0.10843068	-0.069475986	-0.03883562	0.048149277	0.01035961	0.18532662	-0.027500598	-0.04605547	0.009614851	0.15443118	-0.030630503	-0.01724992
0.20187764	0.095724665	-0.08524884	0.28711733	-0.03572932	-0.19499953	-0.13287455	0.121571265	0.04526862	0.17308715	0.079767086	0.08549962	0.060307253	0.12388164	0.093573794	-0.15067711
0.19652611	-0.10918222	0.13244274	0.3176609	-0.13939668	0.090690665	0.0997837	-0.05223949	-0.14285204	0.2361294	-0.08138195	-0.13385196	-0.13347106	-0.067421325	-0.15147203	0.066184625
0.22661221	0.10862335	-0.07312939	0.3000018	0.0385451	-0.14991917	-0.10277325	0.12139562	0.13182782	0.07202603	0.10040107	0.10235493	0.123696834	0.17965734	0.07254475	-0.13123272
0.1980973	0.10629237	-0.08904496	0.25498348	-0.0053012623	-0.15147498	-0.17698261	0.16654074	0.10893673	0.12607586	0.07569318	0.10418178	0.17428052	0.19663882	0.08631609	-0.13975812
0.25916708	0.12908472	-0.08509281	0.290054	0.055896122	-0.21813472	-0.19637083	0.18208626	0.16240889	0.0363115	0.15412948	0.17387749	0.1521621	0.2534747	0.17562565	-0.19158867
0.28866038	0.08831512	-0.022038773	0.2965691	-0.016001191	-0.15912925	-0.05701637	0.089448005	0.029126924	0.096415676	0.08582447	0.063102186	0.04440273	0.16166112	0.034535144	-0.03990118
0.21572298	-0.16369249	0.2197825	0.29001743	-0.18640377	0.15284026	0.09264754	-0.088101275	-0.121109225	0.2266159	-0.2066031	-0.18708546	-0.19911107	-0.058268912	-0.11286184	0.08931849
0.15946941	0.017468248	0.119533755	0.33496365	-0.10189188	-0.035998814	-0.01130807	-0.060808122	-0.051167425	0.21250907	-0.041623045	-0.08511113	-0.03296872	0.06021715	-0.07874338	-0.0062341387
0.15487221	-0.0693288	0.18606837	0.25359336	-0.18332271	0.0536095	0.07722575	-0.124783054	-0.1521039	0.24866381	-0.1664983	-0.17237379	-0.16132471	-0.10602942	-0.1294429	0.14390054
0.26969692	0.18769193	-0.082942106	0.26997873	0.09748518	-0.1556877	-0.18653414	0.19237408	0.1623722	0.015335467	0.14895737	0.08058449	0.089812025	0.14507219	0.16103369	-0.20946696
0.20584679	0.04815998	0.03698892	0.2836888	-0.16533132	-0.063696675	-0.034460288	0.03254979	-0.06912868	0.24519293	-0.03107025	-0.06617781	-0.049413774	0.0659912	0.0049630916	-0.03368728
0.21985853	0.0791163	0.036776736	0.24270087	-0.046893716	-0.061875656	-0.052273765	0.08110189	0.014085659	0.19474085	-0.028834868	-0.005612187	0.004138398	0.069103554	0.05762961	-0.07298702
